2025-7-30	20:00:41	0	0	0	0
2025-7-30	20:03:43	0	0	0	0
2025-7-30	20:04:45	1	1	1	1
2025-7-30	20:05:47	0	1	1	1
2025-7-30	17:06:49	0	1	1	1
2025-7-30	17:07:51	0	1	1	1
2025-7-30	17:08:52	0	1	1	1
2025-7-30	17:09:54	0	1	1	1
2025-7-30	17:10:55	0	1	1	1
2025-7-30	17:11:57	0	1	1	1
2025-7-30	17:12:59	0	1	1	1
2025-7-30	17:14:00	0	1	1	1
2025-7-30	17:15:02	0	1	1	1
2025-7-30	17:16:04	0	1	1	1
2025-7-30	17:17:05	0	1	1	1
2025-7-30	17:18:07	0	1	1	1
2025-7-30	17:19:09	0	1	1	1
2025-7-30	17:20:10	0	1	1	1
2025-7-30	17:21:12	0	1	1	1
2025-7-30	17:22:14	0	1	1	1
2025-7-30	17:23:15	0	1	1	1
2025-7-30	17:24:29	0	0	0	0
2025-7-30	17:25:31	1	1	1	1
2025-7-30	17:26:33	1	1	1	1
2025-7-30	17:27:34	1	1	1	1
2025-7-30	17:28:36	1	1	1	1
2025-7-30	17:29:38	1	1	1	1
2025-7-30	17:30:39	1	1	1	1
2025-7-30	17:31:41	1	1	1	1
2025-7-30	17:32:43	1	1	1	1
2025-7-30	17:33:44	1	1	1	1
2025-7-30	17:34:46	1	1	1	1
2025-7-30	17:35:48	1	1	1	1
2025-7-30	17:36:49	1	1	1	1
2025-7-30	17:37:51	1	1	1	1
2025-7-30	17:38:52	1	1	1	1
2025-7-30	17:39:54	1	1	1	1
